Country Name	Country Code	Series Name	Series Code	2011
Nicaragua	NIC	Account used to receive wages (% age 15+)	GFDD.AI.11	5.093318
Niger	NER	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	1.521699
Niger	NER	Account used to receive government payments (% age 15+)	GFDD.AI.09	0.4880667
Niger	NER	Account used to receive remittances (% age 15+)	GFDD.AI.10	0.2709056
Niger	NER	Account used to receive wages (% age 15+)	GFDD.AI.11	0.8055211
Nigeria	NGA	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	28.89926
Nigeria	NGA	Account used to receive government payments (% age 15+)	GFDD.AI.09	6.300218
Nigeria	NGA	Account used to receive remittances (% age 15+)	GFDD.AI.10	15.69828
Nigeria	NGA	Account used to receive wages (% age 15+)	GFDD.AI.11	11.83954
Norway	NOR	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	..
Norway	NOR	Account used to receive government payments (% age 15+)	GFDD.AI.09	..
Norway	NOR	Account used to receive remittances (% age 15+)	GFDD.AI.10	..
Norway	NOR	Account used to receive wages (% age 15+)	GFDD.AI.11	..
Oman	OMN	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	69.67899
Oman	OMN	Account used to receive government payments (% age 15+)	GFDD.AI.09	26.35783
Oman	OMN	Account used to receive remittances (% age 15+)	GFDD.AI.10	17.96614
Oman	OMN	Account used to receive wages (% age 15+)	GFDD.AI.11	16.17521
Pakistan	PAK	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	10.16536
Pakistan	PAK	Account used to receive government payments (% age 15+)	GFDD.AI.09	2.045655
Pakistan	PAK	Account used to receive remittances (% age 15+)	GFDD.AI.10	0.9941217
Pakistan	PAK	Account used to receive wages (% age 15+)	GFDD.AI.11	5.301926
Palau	PLW	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	..
Palau	PLW	Account used to receive government payments (% age 15+)	GFDD.AI.09	..
Palau	PLW	Account used to receive remittances (% age 15+)	GFDD.AI.10	..
Palau	PLW	Account used to receive wages (% age 15+)	GFDD.AI.11	..
Panama	PAN	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	22.75725
Panama	PAN	Account used to receive government payments (% age 15+)	GFDD.AI.09	4.377794
Panama	PAN	Account used to receive remittances (% age 15+)	GFDD.AI.10	4.752237
Panama	PAN	Account used to receive wages (% age 15+)	GFDD.AI.11	10.28383
Papua New Guinea	PNG	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	..
Papua New Guinea	PNG	Account used to receive government payments (% age 15+)	GFDD.AI.09	..
Papua New Guinea	PNG	Account used to receive remittances (% age 15+)	GFDD.AI.10	..
Papua New Guinea	PNG	Account used to receive wages (% age 15+)	GFDD.AI.11	..
Paraguay	PRY	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	19.45341
Paraguay	PRY	Account used to receive government payments (% age 15+)	GFDD.AI.09	0.8778012
Paraguay	PRY	Account used to receive remittances (% age 15+)	GFDD.AI.10	1.976049
Paraguay	PRY	Account used to receive wages (% age 15+)	GFDD.AI.11	10.49702
Peru	PER	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	19.3641
Peru	PER	Account used to receive government payments (% age 15+)	GFDD.AI.09	3.250804
Peru	PER	Account used to receive remittances (% age 15+)	GFDD.AI.10	3.970163
Peru	PER	Account used to receive wages (% age 15+)	GFDD.AI.11	10.56708
Philippines	PHL	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	24.91278
Philippines	PHL	Account used to receive government payments (% age 15+)	GFDD.AI.09	5.533005
Philippines	PHL	Account used to receive remittances (% age 15+)	GFDD.AI.10	12.19488
Philippines	PHL	Account used to receive wages (% age 15+)	GFDD.AI.11	8.479362
Poland	POL	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	67.84583
Poland	POL	Account used to receive government payments (% age 15+)	GFDD.AI.09	13.09169
Poland	POL	Account used to receive remittances (% age 15+)	GFDD.AI.10	6.757383
Poland	POL	Account used to receive wages (% age 15+)	GFDD.AI.11	42.34552
Portugal	PRT	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	78.4833
Portugal	PRT	Account used to receive government payments (% age 15+)	GFDD.AI.09	36.91384
Portugal	PRT	Account used to receive remittances (% age 15+)	GFDD.AI.10	5.606134
Portugal	PRT	Account used to receive wages (% age 15+)	GFDD.AI.11	43.33801
Qatar	QAT	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	63.6092
Qatar	QAT	Account used to receive government payments (% age 15+)	GFDD.AI.09	17.83325
Qatar	QAT	Account used to receive remittances (% age 15+)	GFDD.AI.10	14.01862
Qatar	QAT	Account used to receive wages (% age 15+)	GFDD.AI.11	16.79106
Romania	ROM	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	39.20832
Romania	ROM	Account used to receive government payments (% age 15+)	GFDD.AI.09	15.24613
Romania	ROM	Account used to receive remittances (% age 15+)	GFDD.AI.10	4.678037
Romania	ROM	Account used to receive wages (% age 15+)	GFDD.AI.11	19.30076
Russian Federation	RUS	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	45.88658
Russian Federation	RUS	Account used to receive government payments (% age 15+)	GFDD.AI.09	8.465518
Russian Federation	RUS	Account used to receive remittances (% age 15+)	GFDD.AI.10	2.132243
Russian Federation	RUS	Account used to receive wages (% age 15+)	GFDD.AI.11	30.10291
Rwanda	RWA	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	30.5576
Rwanda	RWA	Account used to receive government payments (% age 15+)	GFDD.AI.09	4.972301
Rwanda	RWA	Account used to receive remittances (% age 15+)	GFDD.AI.10	1.359702
Rwanda	RWA	Account used to receive wages (% age 15+)	GFDD.AI.11	11.62114
Samoa	WSM	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	..
Samoa	WSM	Account used to receive government payments (% age 15+)	GFDD.AI.09	..
Samoa	WSM	Account used to receive remittances (% age 15+)	GFDD.AI.10	..
Samoa	WSM	Account used to receive wages (% age 15+)	GFDD.AI.11	..
San Marino	SMR	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	..
San Marino	SMR	Account used to receive government payments (% age 15+)	GFDD.AI.09	..
San Marino	SMR	Account used to receive remittances (% age 15+)	GFDD.AI.10	..
San Marino	SMR	Account used to receive wages (% age 15+)	GFDD.AI.11	..
Sao Tome and Principe	STP	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	..
Sao Tome and Principe	STP	Account used to receive government payments (% age 15+)	GFDD.AI.09	..
Sao Tome and Principe	STP	Account used to receive remittances (% age 15+)	GFDD.AI.10	..
Sao Tome and Principe	STP	Account used to receive wages (% age 15+)	GFDD.AI.11	..
Saudi Arabia	SAU	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	46.17751
Saudi Arabia	SAU	Account used to receive government payments (% age 15+)	GFDD.AI.09	11.92754
Saudi Arabia	SAU	Account used to receive remittances (% age 15+)	GFDD.AI.10	5.905787
Saudi Arabia	SAU	Account used to receive wages (% age 15+)	GFDD.AI.11	19.81874
Senegal	SEN	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	5.821141
Senegal	SEN	Account used to receive government payments (% age 15+)	GFDD.AI.09	0.9667783
Senegal	SEN	Account used to receive remittances (% age 15+)	GFDD.AI.10	1.427673
Senegal	SEN	Account used to receive wages (% age 15+)	GFDD.AI.11	1.722733
Serbia	SRB	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	59.79124
Serbia	SRB	Account used to receive government payments (% age 15+)	GFDD.AI.09	29.62106
Serbia	SRB	Account used to receive remittances (% age 15+)	GFDD.AI.10	4.923805
Serbia	SRB	Account used to receive wages (% age 15+)	GFDD.AI.11	33.0748
Seychelles	SYC	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	..
Seychelles	SYC	Account used to receive government payments (% age 15+)	GFDD.AI.09	..
Seychelles	SYC	Account used to receive remittances (% age 15+)	GFDD.AI.10	..
Seychelles	SYC	Account used to receive wages (% age 15+)	GFDD.AI.11	..
Sierra Leone	SLE	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	14.92761
Sierra Leone	SLE	Account used to receive government payments (% age 15+)	GFDD.AI.09	3.933001
Sierra Leone	SLE	Account used to receive remittances (% age 15+)	GFDD.AI.10	6.835184
Sierra Leone	SLE	Account used to receive wages (% age 15+)	GFDD.AI.11	8.453215
Singapore	SGP	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	92.27079
Singapore	SGP	Account used to receive government payments (% age 15+)	GFDD.AI.09	48.48553
Singapore	SGP	Account used to receive remittances (% age 15+)	GFDD.AI.10	9.655725
Singapore	SGP	Account used to receive wages (% age 15+)	GFDD.AI.11	52.4985
Slovak Republic	SVK	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	77.85777
Slovak Republic	SVK	Account used to receive government payments (% age 15+)	GFDD.AI.09	10.80894
Slovak Republic	SVK	Account used to receive remittances (% age 15+)	GFDD.AI.10	4.053839
Slovak Republic	SVK	Account used to receive wages (% age 15+)	GFDD.AI.11	55.18002
Slovenia	SVN	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	95.30408
Slovenia	SVN	Account used to receive government payments (% age 15+)	GFDD.AI.09	38.73553
Slovenia	SVN	Account used to receive remittances (% age 15+)	GFDD.AI.10	8.968749
Slovenia	SVN	Account used to receive wages (% age 15+)	GFDD.AI.11	41.8741
Solomon Islands	SLB	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	..
Solomon Islands	SLB	Account used to receive government payments (% age 15+)	GFDD.AI.09	..
Solomon Islands	SLB	Account used to receive remittances (% age 15+)	GFDD.AI.10	..
Solomon Islands	SLB	Account used to receive wages (% age 15+)	GFDD.AI.11	..
Somalia	SOM	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	30.88585
Somalia	SOM	Account used to receive government payments (% age 15+)	GFDD.AI.09	5.036997
Somalia	SOM	Account used to receive remittances (% age 15+)	GFDD.AI.10	20.49551
Somalia	SOM	Account used to receive wages (% age 15+)	GFDD.AI.11	15.83533
South Africa	ZAF	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	52.48387
South Africa	ZAF	Account used to receive government payments (% age 15+)	GFDD.AI.09	20.07213
South Africa	ZAF	Account used to receive remittances (% age 15+)	GFDD.AI.10	18.27905
South Africa	ZAF	Account used to receive wages (% age 15+)	GFDD.AI.11	23.29729
Spain	ESP	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	91.82308
Spain	ESP	Account used to receive government payments (% age 15+)	GFDD.AI.09	42.57434
Spain	ESP	Account used to receive remittances (% age 15+)	GFDD.AI.10	7.811581
Spain	ESP	Account used to receive wages (% age 15+)	GFDD.AI.11	53.97952
Sri Lanka	LKA	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	59.15177
Sri Lanka	LKA	Account used to receive government payments (% age 15+)	GFDD.AI.09	2.9493
Sri Lanka	LKA	Account used to receive remittances (% age 15+)	GFDD.AI.10	5.403456
Sri Lanka	LKA	Account used to receive wages (% age 15+)	GFDD.AI.11	7.444154
St. Kitts and Nevis	KNA	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	..
St. Kitts and Nevis	KNA	Account used to receive government payments (% age 15+)	GFDD.AI.09	..
St. Kitts and Nevis	KNA	Account used to receive remittances (% age 15+)	GFDD.AI.10	..
St. Kitts and Nevis	KNA	Account used to receive wages (% age 15+)	GFDD.AI.11	..
St. Lucia	LCA	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	..
St. Lucia	LCA	Account used to receive government payments (% age 15+)	GFDD.AI.09	..
St. Lucia	LCA	Account used to receive remittances (% age 15+)	GFDD.AI.10	..
St. Lucia	LCA	Account used to receive wages (% age 15+)	GFDD.AI.11	..
St. Vincent and the Grenadines	VCT	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	..
St. Vincent and the Grenadines	VCT	Account used to receive government payments (% age 15+)	GFDD.AI.09	..
St. Vincent and the Grenadines	VCT	Account used to receive remittances (% age 15+)	GFDD.AI.10	..
St. Vincent and the Grenadines	VCT	Account used to receive wages (% age 15+)	GFDD.AI.11	..
Sudan	SDN	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	6.317544
Sudan	SDN	Account used to receive government payments (% age 15+)	GFDD.AI.09	2.1588
Sudan	SDN	Account used to receive remittances (% age 15+)	GFDD.AI.10	2.275458
Sudan	SDN	Account used to receive wages (% age 15+)	GFDD.AI.11	2.943086
Suriname	SUR	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	..
Suriname	SUR	Account used to receive government payments (% age 15+)	GFDD.AI.09	..
Suriname	SUR	Account used to receive remittances (% age 15+)	GFDD.AI.10	..
Suriname	SUR	Account used to receive wages (% age 15+)	GFDD.AI.11	..
Swaziland	SWZ	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	28.24033
Swaziland	SWZ	Account used to receive government payments (% age 15+)	GFDD.AI.09	8.836617
Swaziland	SWZ	Account used to receive remittances (% age 15+)	GFDD.AI.10	15.52798
Swaziland	SWZ	Account used to receive wages (% age 15+)	GFDD.AI.11	13.62161
Sweden	SWE	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	98.90815
Sweden	SWE	Account used to receive government payments (% age 15+)	GFDD.AI.09	62.09393
Sweden	SWE	Account used to receive remittances (% age 15+)	GFDD.AI.10	28.85932
Sweden	SWE	Account used to receive wages (% age 15+)	GFDD.AI.11	65.94886
Switzerland	CHE	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	..
Switzerland	CHE	Account used to receive government payments (% age 15+)	GFDD.AI.09	..
Switzerland	CHE	Account used to receive remittances (% age 15+)	GFDD.AI.10	..
Switzerland	CHE	Account used to receive wages (% age 15+)	GFDD.AI.11	..
Syrian Arab Republic	SYR	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	23.21442
Syrian Arab Republic	SYR	Account used to receive government payments (% age 15+)	GFDD.AI.09	0.2161766
Syrian Arab Republic	SYR	Account used to receive remittances (% age 15+)	GFDD.AI.10	1.342208
Syrian Arab Republic	SYR	Account used to receive wages (% age 15+)	GFDD.AI.11	2.725903
Tajikistan	TJK	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	2.374902
Tajikistan	TJK	Account used to receive government payments (% age 15+)	GFDD.AI.09	0.9538116
Tajikistan	TJK	Account used to receive remittances (% age 15+)	GFDD.AI.10	0.6362867
Tajikistan	TJK	Account used to receive wages (% age 15+)	GFDD.AI.11	1.708609
Tanzania	TZA	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	15.99451
Tanzania	TZA	Account used to receive government payments (% age 15+)	GFDD.AI.09	4.850574
Tanzania	TZA	Account used to receive remittances (% age 15+)	GFDD.AI.10	7.454096
Tanzania	TZA	Account used to receive wages (% age 15+)	GFDD.AI.11	7.08671
Thailand	THA	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	68.54773
Thailand	THA	Account used to receive government payments (% age 15+)	GFDD.AI.09	9.115993
Thailand	THA	Account used to receive remittances (% age 15+)	GFDD.AI.10	17.24133
Thailand	THA	Account used to receive wages (% age 15+)	GFDD.AI.11	33.50432
Timor-Leste	TMP	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	..
Timor-Leste	TMP	Account used to receive government payments (% age 15+)	GFDD.AI.09	..
Timor-Leste	TMP	Account used to receive remittances (% age 15+)	GFDD.AI.10	..
Timor-Leste	TMP	Account used to receive wages (% age 15+)	GFDD.AI.11	..
Togo	TGO	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	9.563854
Togo	TGO	Account used to receive government payments (% age 15+)	GFDD.AI.09	1.931819
Togo	TGO	Account used to receive remittances (% age 15+)	GFDD.AI.10	1.319306
Togo	TGO	Account used to receive wages (% age 15+)	GFDD.AI.11	2.809281
Tonga	TON	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	..
Tonga	TON	Account used to receive government payments (% age 15+)	GFDD.AI.09	..
Tonga	TON	Account used to receive remittances (% age 15+)	GFDD.AI.10	..
Tonga	TON	Account used to receive wages (% age 15+)	GFDD.AI.11	..
Trinidad and Tobago	TTO	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	73.28994
Trinidad and Tobago	TTO	Account used to receive government payments (% age 15+)	GFDD.AI.09	18.57253
Trinidad and Tobago	TTO	Account used to receive remittances (% age 15+)	GFDD.AI.10	4.598512
Trinidad and Tobago	TTO	Account used to receive wages (% age 15+)	GFDD.AI.11	31.86677
Tunisia	TUN	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	30.66292
Tunisia	TUN	Account used to receive government payments (% age 15+)	GFDD.AI.09	5.989709
Tunisia	TUN	Account used to receive remittances (% age 15+)	GFDD.AI.10	3.267398
Tunisia	TUN	Account used to receive wages (% age 15+)	GFDD.AI.11	5.571306
Turkey	TUR	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	57.14441
Turkey	TUR	Account used to receive government payments (% age 15+)	GFDD.AI.09	18.23461
Turkey	TUR	Account used to receive remittances (% age 15+)	GFDD.AI.10	15.6218
Turkey	TUR	Account used to receive wages (% age 15+)	GFDD.AI.11	32.22538
Turkmenistan	TKM	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	0.3299857
Turkmenistan	TKM	Account used to receive government payments (% age 15+)	GFDD.AI.09	0
Turkmenistan	TKM	Account used to receive remittances (% age 15+)	GFDD.AI.10	0
Turkmenistan	TKM	Account used to receive wages (% age 15+)	GFDD.AI.11	0.3299857
Tuvalu	TUV	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	..
Tuvalu	TUV	Account used to receive government payments (% age 15+)	GFDD.AI.09	..
Tuvalu	TUV	Account used to receive remittances (% age 15+)	GFDD.AI.10	..
Tuvalu	TUV	Account used to receive wages (% age 15+)	GFDD.AI.11	..
Uganda	UGA	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	20.07327
Uganda	UGA	Account used to receive government payments (% age 15+)	GFDD.AI.09	3.210403
Uganda	UGA	Account used to receive remittances (% age 15+)	GFDD.AI.10	3.299867
Uganda	UGA	Account used to receive wages (% age 15+)	GFDD.AI.11	9.171494
Ukraine	UKR	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	40.36163
Ukraine	UKR	Account used to receive government payments (% age 15+)	GFDD.AI.09	8.050278
Ukraine	UKR	Account used to receive remittances (% age 15+)	GFDD.AI.10	2.568973
Ukraine	UKR	Account used to receive wages (% age 15+)	GFDD.AI.11	28.53761
United Arab Emirates	ARE	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	59.6244
United Arab Emirates	ARE	Account used to receive government payments (% age 15+)	GFDD.AI.09	23.39791
United Arab Emirates	ARE	Account used to receive remittances (% age 15+)	GFDD.AI.10	5.849054
United Arab Emirates	ARE	Account used to receive wages (% age 15+)	GFDD.AI.11	29.12168
United Kingdom	GBR	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	96.89824
United Kingdom	GBR	Account used to receive government payments (% age 15+)	GFDD.AI.09	51.62428
United Kingdom	GBR	Account used to receive remittances (% age 15+)	GFDD.AI.10	21.19223
United Kingdom	GBR	Account used to receive wages (% age 15+)	GFDD.AI.11	54.49765
United States	USA	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	86.87072
United States	USA	Account used to receive government payments (% age 15+)	GFDD.AI.09	44.2828
United States	USA	Account used to receive remittances (% age 15+)	GFDD.AI.10	12.24932
United States	USA	Account used to receive wages (% age 15+)	GFDD.AI.11	50.83894
Uruguay	URY	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	21.13392
Uruguay	URY	Account used to receive government payments (% age 15+)	GFDD.AI.09	5.721665
Uruguay	URY	Account used to receive remittances (% age 15+)	GFDD.AI.10	1.214124
Uruguay	URY	Account used to receive wages (% age 15+)	GFDD.AI.11	12.49112
Uzbekistan	UZB	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	22.11296
Uzbekistan	UZB	Account used to receive government payments (% age 15+)	GFDD.AI.09	4.978329
Uzbekistan	UZB	Account used to receive remittances (% age 15+)	GFDD.AI.10	0.1764583
Uzbekistan	UZB	Account used to receive wages (% age 15+)	GFDD.AI.11	19.68436
Vanuatu	VUT	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	..
Vanuatu	VUT	Account used to receive government payments (% age 15+)	GFDD.AI.09	..
Vanuatu	VUT	Account used to receive remittances (% age 15+)	GFDD.AI.10	..
Vanuatu	VUT	Account used to receive wages (% age 15+)	GFDD.AI.11	..
"Venezuela, RB"	VEN	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	43.53067
"Venezuela, RB"	VEN	Account used to receive government payments (% age 15+)	GFDD.AI.09	8.407152
"Venezuela, RB"	VEN	Account used to receive remittances (% age 15+)	GFDD.AI.10	3.251673
"Venezuela, RB"	VEN	Account used to receive wages (% age 15+)	GFDD.AI.11	28.71098
Vietnam	VNM	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	19.2021
Vietnam	VNM	Account used to receive government payments (% age 15+)	GFDD.AI.09	2.159568
Vietnam	VNM	Account used to receive remittances (% age 15+)	GFDD.AI.10	2.217178
Vietnam	VNM	Account used to receive wages (% age 15+)	GFDD.AI.11	5.798614
West Bank and Gaza	WBG	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	19.2895
West Bank and Gaza	WBG	Account used to receive government payments (% age 15+)	GFDD.AI.09	6.404445
West Bank and Gaza	WBG	Account used to receive remittances (% age 15+)	GFDD.AI.10	2.494308
West Bank and Gaza	WBG	Account used to receive wages (% age 15+)	GFDD.AI.11	7.052957
"Yemen, Rep."	YEM	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	3.659954
"Yemen, Rep."	YEM	Account used to receive government payments (% age 15+)	GFDD.AI.09	1.696483
"Yemen, Rep."	YEM	Account used to receive remittances (% age 15+)	GFDD.AI.10	0.7816759
"Yemen, Rep."	YEM	Account used to receive wages (% age 15+)	GFDD.AI.11	0.8763401
Zambia	ZMB	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	20.59079
Zambia	ZMB	Account used to receive government payments (% age 15+)	GFDD.AI.09	5.550598
Zambia	ZMB	Account used to receive remittances (% age 15+)	GFDD.AI.10	6.6684
Zambia	ZMB	Account used to receive wages (% age 15+)	GFDD.AI.11	7.245623
Zimbabwe	ZWE	Depositing/withdrawing at least once in a typical month (% age 15+)	GFDD.AI.26	38.60403
Zimbabwe	ZWE	Account used to receive government payments (% age 15+)	GFDD.AI.09	10.29918
Zimbabwe	ZWE	Account used to receive remittances (% age 15+)	GFDD.AI.10	21.81884
Zimbabwe	ZWE	Account used to receive wages (% age 15+)	GFDD.AI.11	21.85957
				
				
				
Data from database: Global Financial Development				
Last Updated: 11/12/2013				
