Country,Time,Unit,Data Source,Status,Scale,"Interest Rates, Government Securities, Government Bonds","Interest Rates, Government Securities, Government Bonds, Short-term","Interest Rates, Government Securities, Government Bonds, Medium- and Long-term"
Malta,2011,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.48916666666667,,
Malta,2012,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.12583333333333,,
Malta,2013,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.3625,,
Mauritius,2004,Percent per Annum,International Financial Statistics (IFS),Published,Units,7.6075,,
Mauritius,2005,Percent per Annum,International Financial Statistics (IFS),Published,Units,8.38625,,
Mauritius,2006,Percent per Annum,International Financial Statistics (IFS),Published,Units,9.86,,
Mauritius,2007,Percent per Annum,International Financial Statistics (IFS),Published,Units,10.1525,,
Mauritius,2008,Percent per Annum,International Financial Statistics (IFS),Published,Units,10.1225,,
Mauritius,2009,Percent per Annum,International Financial Statistics (IFS),Published,Units,8.90125,,
Mauritius,2010,Percent per Annum,International Financial Statistics (IFS),Published,Units,6.93,,
Mauritius,2011,Percent per Annum,International Financial Statistics (IFS),Published,Units,6.735,,
Mauritius,2012,Percent per Annum,International Financial Statistics (IFS),Published,Units,6.08875,,
Mauritius,2013,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.48725,,
Mexico,2004,Percent per Annum,International Financial Statistics (IFS),Published,Units,9.53833333333334,,
Mexico,2005,Percent per Annum,International Financial Statistics (IFS),Published,Units,9.4175,,
Mexico,2006,Percent per Annum,International Financial Statistics (IFS),Published,Units,8.38833333333333,,
Mexico,2007,Percent per Annum,International Financial Statistics (IFS),Published,Units,7.79333333333333,,
Mexico,2008,Percent per Annum,International Financial Statistics (IFS),Published,Units,8.3125,,
Mexico,2009,Percent per Annum,International Financial Statistics (IFS),Published,Units,7.96375,,
Mexico,2010,Percent per Annum,International Financial Statistics (IFS),Published,Units,7.10875,,
Mexico,2011,Percent per Annum,International Financial Statistics (IFS),Published,Units,6.65285714285714,,
Mexico,2012,Percent per Annum,International Financial Statistics (IFS),Published,Units,5.59833333333333,,
Mexico,2013,Percent per Annum,International Financial Statistics (IFS),Published,Units,5.6775,,
Moldova,2006,Percent per Annum,International Financial Statistics (IFS),Published,Units,9.52583333333333,,
Moldova,2007,Percent per Annum,International Financial Statistics (IFS),Published,Units,14.7066666666667,,
Moldova,2010,Percent per Annum,International Financial Statistics (IFS),Published,Units,7.90333333333333,,
Moldova,2011,Percent per Annum,International Financial Statistics (IFS),Published,Units,12.4091666666667,,
Moldova,2012,Percent per Annum,International Financial Statistics (IFS),Published,Units,7.15666666666667,,
Moldova,2013,Percent per Annum,International Financial Statistics (IFS),Published,Units,6.18833333333333,,
Morocco,2004,Percent per Annum,International Financial Statistics (IFS),Published,Units,5.6675,4.255,
Morocco,2005,Percent per Annum,International Financial Statistics (IFS),Published,Units,5.35083333333333,3.97166666666667,
Morocco,2006,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.04,3.59,
Morocco,2007,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.65,3.52166666666667,
Morocco,2008,Percent per Annum,International Financial Statistics (IFS),Published,Units,,3.8466667,
Morocco,2009,Percent per Annum,International Financial Statistics (IFS),Published,Units,,3.78958333333333,
Morocco,2010,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.34,3.9,
Morocco,2011,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.35958333333333,3.86,
Morocco,2012,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.57208333325,4.22375,
Myanmar,2004,Percent per Annum,International Financial Statistics (IFS),Published,Units,9,,
Myanmar,2005,Percent per Annum,International Financial Statistics (IFS),Published,Units,9,,
Myanmar,2006,Percent per Annum,International Financial Statistics (IFS),Published,Units,12,,
Myanmar,2007,Percent per Annum,International Financial Statistics (IFS),Published,Units,12,,
Myanmar,2008,Percent per Annum,International Financial Statistics (IFS),Published,Units,12,,
Myanmar,2009,Percent per Annum,International Financial Statistics (IFS),Published,Units,12,,
Myanmar,2010,Percent per Annum,International Financial Statistics (IFS),Published,Units,12,,
Myanmar,2011,Percent per Annum,International Financial Statistics (IFS),Published,Units,12,,
Myanmar,2012,Percent per Annum,International Financial Statistics (IFS),Published,Units,9,,
Myanmar,2013,Percent per Annum,International Financial Statistics (IFS),Published,Units,9,,
Namibia,2004,Percent per Annum,International Financial Statistics (IFS),Published,Units,12.1070833333333,,
Namibia,2005,Percent per Annum,International Financial Statistics (IFS),Published,Units,10.885,,
Namibia,2006,Percent per Annum,International Financial Statistics (IFS),Published,Units,9.6075,,
Namibia,2007,Percent per Annum,International Financial Statistics (IFS),Published,Units,10.02,,
Namibia,2008,Percent per Annum,International Financial Statistics (IFS),Published,Units,10.02,,
Namibia,2009,Percent per Annum,International Financial Statistics (IFS),Published,Units,10.02,,
Nepal,2004,Percent per Annum,International Financial Statistics (IFS),Published,Units,6.625,,
Nepal,2005,Percent per Annum,International Financial Statistics (IFS),Published,Units,6.5,,
Nepal,2006,Percent per Annum,International Financial Statistics (IFS),Published,Units,6.125,,
Nepal,2007,Percent per Annum,International Financial Statistics (IFS),Published,Units,6,,
Nepal,2008,Percent per Annum,International Financial Statistics (IFS),Published,Units,6,,
Nepal,2009,Percent per Annum,International Financial Statistics (IFS),Published,Units,6,,
Nepal,2010,Percent per Annum,International Financial Statistics (IFS),Published,Units,6,,
Nepal,2011,Percent per Annum,International Financial Statistics (IFS),Published,Units,6,,
Nepal,2012,Percent per Annum,International Financial Statistics (IFS),Published,Units,6,,
Nepal,2013,Percent per Annum,International Financial Statistics (IFS),Published,Units,6,,
Netherlands,2004,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.09416666666667,,
Netherlands,2005,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.37416666666667,,
Netherlands,2006,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.78083333333333,,
Netherlands,2007,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.28666666666667,,
Netherlands,2008,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.2275,,
Netherlands,2009,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.68666666666667,,
Netherlands,2010,Percent per Annum,International Financial Statistics (IFS),Published,Units,2.99166666666667,,
Netherlands,2011,Percent per Annum,International Financial Statistics (IFS),Published,Units,2.98916666666667,,
Netherlands,2012,Percent per Annum,International Financial Statistics (IFS),Published,Units,1.93275,,
Netherlands,2013,Percent per Annum,International Financial Statistics (IFS),Published,Units,1.9615,,
Netherlands Antilles,2004,Percent per Annum,International Financial Statistics (IFS),Published,Units,7.09166666666667,,
Netherlands Antilles,2005,Percent per Annum,International Financial Statistics (IFS),Published,Units,6.45833333333333,,
Netherlands Antilles,2006,Percent per Annum,International Financial Statistics (IFS),Published,Units,6.75333333333333,,
Netherlands Antilles,2007,Percent per Annum,International Financial Statistics (IFS),Published,Units,7.315,,
Netherlands Antilles,2008,Percent per Annum,International Financial Statistics (IFS),Published,Units,5.66166666666667,,
Netherlands Antilles,2009,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.81666666666667,,
New Zealand,2004,Percent per Annum,International Financial Statistics (IFS),Published,Units,5.97885,,
New Zealand,2005,Percent per Annum,International Financial Statistics (IFS),Published,Units,5.97595833333333,,
New Zealand,2006,Percent per Annum,International Financial Statistics (IFS),Published,Units,6.00769166666667,,
New Zealand,2007,Percent per Annum,International Financial Statistics (IFS),Published,Units,6.80758333333333,,
New Zealand,2008,Percent per Annum,International Financial Statistics (IFS),Published,Units,6.16943333333333,,
New Zealand,2009,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.660375,,
New Zealand,2010,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.8554,,
New Zealand,2011,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.02035833333333,,
New Zealand,2012,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.11284754004577,,
New Zealand,2013,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.51859143494441,,
Norway,2004,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.6,,
Norway,2005,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.28,,
Norway,2006,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.93416666666667,,
Norway,2007,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.78083333333333,,
Norway,2008,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.34666666666667,,
Norway,2009,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.31583333333333,,
Norway,2010,Percent per Annum,International Financial Statistics (IFS),Published,Units,2.77083333333333,,
Norway,2011,Percent per Annum,International Financial Statistics (IFS),Published,Units,2.55666666666666,,
Norway,2012,Percent per Annum,International Financial Statistics (IFS),Published,Units,1.57416666666667,,
Norway,2013,Percent per Annum,International Financial Statistics (IFS),Published,Units,1.91916666666667,,
Pakistan,2004,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.63016666666667,,
Pakistan,2005,Percent per Annum,International Financial Statistics (IFS),Published,Units,6.19175,,
Pakistan,2006,Percent per Annum,International Financial Statistics (IFS),Published,Units,8.46916666666667,,
Pakistan,2007,Percent per Annum,International Financial Statistics (IFS),Published,Units,9.50083333333333,,
Pakistan,2008,Percent per Annum,International Financial Statistics (IFS),Published,Units,11.66,,
Pakistan,2009,Percent per Annum,International Financial Statistics (IFS),Published,Units,12.725,,
Pakistan,2010,Percent per Annum,International Financial Statistics (IFS),Published,Units,13.04532,,
Pakistan,2011,Percent per Annum,International Financial Statistics (IFS),Published,Units,13.3644583333333,,
Pakistan,2012,Percent per Annum,International Financial Statistics (IFS),Published,Units,11.7272166666667,,
Papua New Guinea,2005,Percent per Annum,International Financial Statistics (IFS),Published,Units,7.995,,
Papua New Guinea,2006,Percent per Annum,International Financial Statistics (IFS),Published,Units,8.17,,
Papua New Guinea,2007,Percent per Annum,International Financial Statistics (IFS),Published,Units,8.42166666666667,,
Papua New Guinea,2008,Percent per Annum,International Financial Statistics (IFS),Published,Units,9.23833333333333,,
Papua New Guinea,2009,Percent per Annum,International Financial Statistics (IFS),Published,Units,11.66,,
Papua New Guinea,2010,Percent per Annum,International Financial Statistics (IFS),Published,Units,10.8629166666667,,
Papua New Guinea,2011,Percent per Annum,International Financial Statistics (IFS),Published,Units,8.945375,,
Papua New Guinea,2012,Percent per Annum,International Financial Statistics (IFS),Published,Units,9.06083333333334,,
Papua New Guinea,2013,Percent per Annum,International Financial Statistics (IFS),Published,Units,8.13166666666667,,
Philippines,2004,Percent per Annum,International Financial Statistics (IFS),Published,Units,10.27,,
Philippines,2005,Percent per Annum,International Financial Statistics (IFS),Published,Units,8.66,,
Philippines,2006,Percent per Annum,International Financial Statistics (IFS),Published,Units,7.38375,,
Philippines,2007,Percent per Annum,International Financial Statistics (IFS),Published,Units,5.34025,,
Poland,2004,Percent per Annum,International Financial Statistics (IFS),Published,Units,6.89666666666667,,
Poland,2005,Percent per Annum,International Financial Statistics (IFS),Published,Units,5.21833333333333,,
Poland,2006,Percent per Annum,International Financial Statistics (IFS),Published,Units,5.23166666666667,,
Poland,2007,Percent per Annum,International Financial Statistics (IFS),Published,Units,5.48416666666667,,
Poland,2008,Percent per Annum,International Financial Statistics (IFS),Published,Units,6.07166666666667,,
Poland,2009,Percent per Annum,International Financial Statistics (IFS),Published,Units,6.12,,
Poland,2010,Percent per Annum,International Financial Statistics (IFS),Published,Units,5.78166666666667,,
Poland,2011,Percent per Annum,International Financial Statistics (IFS),Published,Units,5.95583333333333,,
Poland,2012,Percent per Annum,International Financial Statistics (IFS),Published,Units,5,,
Poland,2013,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.03361111111111,,
Portugal,2004,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.14333333333333,,
Portugal,2005,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.4375,,
Portugal,2006,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.915,,
Portugal,2007,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.42416666666667,,
Portugal,2008,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.5225,,
Portugal,2009,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.21083333333333,,
Portugal,2010,Percent per Annum,International Financial Statistics (IFS),Published,Units,5.39583333333333,,
Portugal,2011,Percent per Annum,International Financial Statistics (IFS),Published,Units,10.2408333333333,,
Portugal,2012,Percent per Annum,International Financial Statistics (IFS),Published,Units,10.5475,,
Portugal,2013,Percent per Annum,International Financial Statistics (IFS),Published,Units,6.29416666666667,,
Romania,2006,Percent per Annum,International Financial Statistics (IFS),Published,Units,7.23,,
Romania,2007,Percent per Annum,International Financial Statistics (IFS),Published,Units,7.13833333333333,,
Romania,2008,Percent per Annum,International Financial Statistics (IFS),Published,Units,7.69583333333333,,
Romania,2009,Percent per Annum,International Financial Statistics (IFS),Published,Units,9.69416666666667,,
Romania,2010,Percent per Annum,International Financial Statistics (IFS),Published,Units,7.33666666666667,,
Romania,2011,Percent per Annum,International Financial Statistics (IFS),Published,Units,6.65083333333333,,
Romania,2012,Percent per Annum,International Financial Statistics (IFS),Published,Units,5.68583333333333,,
Romania,2013,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.24833333333333,,
Russian Federation,2005,Percent per Annum,International Financial Statistics (IFS),Published,Units,7.84333333333333,,
Russian Federation,2006,Percent per Annum,International Financial Statistics (IFS),Published,Units,6.735,,
Russian Federation,2007,Percent per Annum,International Financial Statistics (IFS),Published,Units,6.5225,,
Russian Federation,2008,Percent per Annum,International Financial Statistics (IFS),Published,Units,7.53416666666667,,
Russian Federation,2009,Percent per Annum,International Financial Statistics (IFS),Published,Units,10.0566666666667,,
Russian Federation,2010,Percent per Annum,International Financial Statistics (IFS),Published,Units,7.56833333333334,,
Russian Federation,2011,Percent per Annum,International Financial Statistics (IFS),Published,Units,7.71,,
Samoa,2004,Percent per Annum,International Financial Statistics (IFS),Published,Units,13.5,,
Samoa,2005,Percent per Annum,International Financial Statistics (IFS),Published,Units,13.5,,
Samoa,2006,Percent per Annum,International Financial Statistics (IFS),Published,Units,13.5,,
Seychelles,2004,Percent per Annum,International Financial Statistics (IFS),Published,Units,6.58,,
Seychelles,2005,Percent per Annum,International Financial Statistics (IFS),Published,Units,6,,
Seychelles,2006,Percent per Annum,International Financial Statistics (IFS),Published,Units,6.89,,
Seychelles,2007,Percent per Annum,International Financial Statistics (IFS),Published,Units,7.13888888888889,,
Seychelles,2008,Percent per Annum,International Financial Statistics (IFS),Published,Units,7.32,,
Seychelles,2009,Percent per Annum,International Financial Statistics (IFS),Published,Units,8.75,,
Seychelles,2010,Percent per Annum,International Financial Statistics (IFS),Published,Units,8.0625,,
Seychelles,2011,Percent per Annum,International Financial Statistics (IFS),Published,Units,9,,
Singapore,2004,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.23416666666667,,
Singapore,2005,Percent per Annum,International Financial Statistics (IFS),Published,Units,2.91666666666667,,
Singapore,2006,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.36,,
Singapore,2007,Percent per Annum,International Financial Statistics (IFS),Published,Units,2.8775,,
Singapore,2008,Percent per Annum,International Financial Statistics (IFS),Published,Units,2.77666666666667,,
Singapore,2009,Percent per Annum,International Financial Statistics (IFS),Published,Units,2.3675,,
Singapore,2010,Percent per Annum,International Financial Statistics (IFS),Published,Units,2.37333333333333,,
Singapore,2011,Percent per Annum,International Financial Statistics (IFS),Published,Units,2.09166666666667,,
Singapore,2012,Percent per Annum,International Financial Statistics (IFS),Published,Units,1.4575,,
Singapore,2013,Percent per Annum,International Financial Statistics (IFS),Published,Units,2.06416666666667,,
Slovak Republic,2004,Percent per Annum,International Financial Statistics (IFS),Published,Units,5.02583333333333,,
Slovak Republic,2005,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.52166666666667,,
Slovak Republic,2006,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.41166666666667,,
Slovak Republic,2007,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.49083333333333,,
Slovak Republic,2008,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.72333333333333,,
Slovak Republic,2009,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.70666666666667,,
Slovak Republic,2010,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.87166666666667,,
Slovak Republic,2011,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.415,,
Slovak Republic,2012,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.5525,,
Slovak Republic,2013,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.1875,,
Slovenia,2004,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.68333333333333,,
Slovenia,2005,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.80666666666667,,
Slovenia,2006,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.85333333333333,,
Slovenia,2007,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.52916666666667,,
Slovenia,2008,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.60666666666667,,
Slovenia,2009,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.375,,
Slovenia,2010,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.8325,,
Slovenia,2011,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.97083333333333,,
Slovenia,2012,Percent per Annum,International Financial Statistics (IFS),Published,Units,5.80833333333333,,
Slovenia,2013,Percent per Annum,International Financial Statistics (IFS),Published,Units,5.81166666666667,,
Solomon Islands,2004,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.59653840604769,,
Solomon Islands,2005,Percent per Annum,International Financial Statistics (IFS),Published,Units,2.99353791211355,,
Solomon Islands,2006,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.24353791211355,,
Solomon Islands,2007,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.24117930403785,,
Solomon Islands,2008,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.24,,
Solomon Islands,2009,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.24,,
Solomon Islands,2010,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.24,,
Solomon Islands,2011,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.24,,
Solomon Islands,2012,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.24,,
Solomon Islands,2013,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.24,,
South Africa,2004,Percent per Annum,International Financial Statistics (IFS),Published,Units,9.52666666666667,,
South Africa,2005,Percent per Annum,International Financial Statistics (IFS),Published,Units,8.06666666666667,,
South Africa,2006,Percent per Annum,International Financial Statistics (IFS),Published,Units,7.9375,,
South Africa,2007,Percent per Annum,International Financial Statistics (IFS),Published,Units,7.985,,
South Africa,2008,Percent per Annum,International Financial Statistics (IFS),Published,Units,9.1,,
South Africa,2009,Percent per Annum,International Financial Statistics (IFS),Published,Units,8.70333333333333,,
South Africa,2010,Percent per Annum,International Financial Statistics (IFS),Published,Units,8.615,,
South Africa,2011,Percent per Annum,International Financial Statistics (IFS),Published,Units,8.52,,
South Africa,2012,Percent per Annum,International Financial Statistics (IFS),Published,Units,7.9,,
South Africa,2013,Percent per Annum,International Financial Statistics (IFS),Published,Units,7.7225,,
Spain,2004,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.10333333333333,,
Spain,2005,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.3875,,
Spain,2006,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.785,,
Spain,2007,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.3075,,
Spain,2008,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.36666666666667,,
Spain,2009,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.97916666666667,,
Spain,2010,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.25083333333333,,
Spain,2011,Percent per Annum,International Financial Statistics (IFS),Published,Units,5.44,,
Spain,2012,Percent per Annum,International Financial Statistics (IFS),Published,Units,5.845,,
Spain,2013,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.56166666666666,,
Sweden,2004,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.425,,
Sweden,2005,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.38333333333333,,
Sweden,2006,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.705,,
Sweden,2007,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.1675,,
Sweden,2008,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.88833333333333,,
Sweden,2009,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.25,,
Sweden,2010,Percent per Annum,International Financial Statistics (IFS),Published,Units,2.89333333333333,,
Sweden,2011,Percent per Annum,International Financial Statistics (IFS),Published,Units,2.60583333333333,,
Sweden,2012,Percent per Annum,International Financial Statistics (IFS),Published,Units,1.5925,,
Sweden,2013,Percent per Annum,International Financial Statistics (IFS),Published,Units,2.12083333333333,,
Switzerland,2004,Percent per Annum,International Financial Statistics (IFS),Published,Units,2.38,,
Switzerland,2005,Percent per Annum,International Financial Statistics (IFS),Published,Units,1.96,,
Switzerland,2006,Percent per Annum,International Financial Statistics (IFS),Published,Units,2.49,,
Switzerland,2007,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.11,,
Switzerland,2008,Percent per Annum,International Financial Statistics (IFS),Published,Units,2.15,,
Switzerland,2009,Percent per Annum,International Financial Statistics (IFS),Published,Units,1.97,,
Switzerland,2010,Percent per Annum,International Financial Statistics (IFS),Published,Units,1.67,,
Switzerland,2011,Percent per Annum,International Financial Statistics (IFS),Published,Units,0.74,,
Switzerland,2012,Percent per Annum,International Financial Statistics (IFS),Published,Units,0.56,,
Switzerland,2013,Percent per Annum,International Financial Statistics (IFS),Published,Units,1.25,,
Thailand,2004,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.86219905226039,,
Thailand,2005,Percent per Annum,International Financial Statistics (IFS),Published,Units,5.00166666666667,,
Thailand,2006,Percent per Annum,International Financial Statistics (IFS),Published,Units,5.385,,
Thailand,2007,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.59583333333333,,
Thailand,2008,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.5575,,
Thailand,2009,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.905,,
Thailand,2010,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.60416666666667,,
Thailand,2011,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.69333333333333,,
Thailand,2012,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.53333333333333,,
Thailand,2013,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.79964912878788,,
United Kingdom,2004,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.88226666666667,4.82149166666667,
United Kingdom,2005,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.41389166666667,4.378725,
United Kingdom,2006,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.501675,4.62828333333333,
United Kingdom,2007,Percent per Annum,International Financial Statistics (IFS),Published,Units,5.011275,5.18006666666667,
United Kingdom,2008,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.590725,4.30986666666667,
United Kingdom,2009,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.64751666666667,2.72555833333333,
United Kingdom,2010,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.61191666666667,2.36815,
United Kingdom,2011,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.120425,1.94534166666667,
United Kingdom,2012,Percent per Annum,International Financial Statistics (IFS),Published,Units,1.90640833333333,0.863216666666667,
United Kingdom,2013,Percent per Annum,International Financial Statistics (IFS),Published,Units,2.45108333333333,1.33051666666667,
United States,2004,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.27416666666667,2.78,
United States,2005,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.29,3.925,
United States,2006,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.79166666666667,4.76916666666667,
United States,2007,Percent per Annum,International Financial Statistics (IFS),Published,Units,4.62916666666667,4.3375,
United States,2008,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.66666666666667,2.23583333333333,
United States,2009,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.25666666666667,1.42666666666667,
United States,2010,Percent per Annum,International Financial Statistics (IFS),Published,Units,3.21416666666667,1.105,
United States,2011,Percent per Annum,International Financial Statistics (IFS),Published,Units,2.78583333333333,0.75,
United States,2012,Percent per Annum,International Financial Statistics (IFS),Published,Units,1.8025,0.381666666666667,
United States,2013,Percent per Annum,International Financial Statistics (IFS),Published,Units,2.35083333333333,0.543333333333333,
Vanuatu,2004,Percent per Annum,International Financial Statistics (IFS),Published,Units,8.5,,
Vanuatu,2005,Percent per Annum,International Financial Statistics (IFS),Published,Units,8.5,,
Vanuatu,2006,Percent per Annum,International Financial Statistics (IFS),Published,Units,8.5,,
Vanuatu,2007,Percent per Annum,International Financial Statistics (IFS),Published,Units,8.58333333333333,,
Vanuatu,2008,Percent per Annum,International Financial Statistics (IFS),Published,Units,8.5,,
Vanuatu,2009,Percent per Annum,International Financial Statistics (IFS),Published,Units,8.4475,,
Vanuatu,2010,Percent per Annum,International Financial Statistics (IFS),Published,Units,8.2375,,
Vanuatu,2011,Percent per Annum,International Financial Statistics (IFS),Published,Units,7.9125,,
Vanuatu,2012,Percent per Annum,International Financial Statistics (IFS),Published,Units,7.63916666666667,,
Vanuatu,2013,Percent per Annum,International Financial Statistics (IFS),Published,Units,7.81833333333333,,
"Venezuela, Republica Bolivariana de",2004,Percent per Annum,International Financial Statistics (IFS),Published,Units,15.5682804978815,,
"Venezuela, Republica Bolivariana de",2005,Percent per Annum,International Financial Statistics (IFS),Published,Units,12.9275,,
"Venezuela, Republica Bolivariana de",2006,Percent per Annum,International Financial Statistics (IFS),Published,Units,7.81,,
"Venezuela, Republica Bolivariana de",2007,Percent per Annum,International Financial Statistics (IFS),Published,Units,9.55,,
"Venezuela, Republica Bolivariana de",2008,Percent per Annum,International Financial Statistics (IFS),Published,Units,14.47,,
"Venezuela, Republica Bolivariana de",2009,Percent per Annum,International Financial Statistics (IFS),Published,Units,12.83875,,
"Venezuela, Republica Bolivariana de",2010,Percent per Annum,International Financial Statistics (IFS),Published,Units,15.5283333333333,,
"Venezuela, Republica Bolivariana de",2011,Percent per Annum,International Financial Statistics (IFS),Published,Units,17.493,,
"Venezuela, Republica Bolivariana de",2012,Percent per Annum,International Financial Statistics (IFS),Published,Units,16.7575,,
"Venezuela, Republica Bolivariana de",2013,Percent per Annum,International Financial Statistics (IFS),Published,Units,15.265,,